choice_id,player_id,time_stamp,trial_id
1_4_2,2,NA,1
1_1_2,2,NA,2
1_2_3,2,NA,3
1_3_3,2,NA,4
1_2_1,2,NA,5
1_2_2,2,NA,6
1_4_3,2,NA,7
1_4_4,2,NA,8
1_3_4,2,NA,9
1_4_2,2,NA,10
1_1_4,2,NA,11
1_3_3,2,NA,12
1_4_3,1,NA,13
1_2_4,1,NA,14
1_1_3,1,NA,15
1_4_1,1,NA,16
1_3_1,1,NA,17
1_2_1,1,NA,18
1_2_3,1,NA,19
1_2_2,1,NA,20
1_1_1,1,NA,21
1_4_4,1,NA,22
1_3_2,1,NA,23
1_1_4,1,NA,24
1_3_4,2,NA,25
1_4_1,2,NA,26
1_1_2,2,NA,27
1_3_2,2,NA,28
1_2_4,2,NA,29
1_3_1,2,NA,30
1_1_3,2,NA,31
1_4_1,2,NA,32
1_1_4,2,NA,33
1_4_4,2,NA,34
1_1_1,2,NA,35
1_2_4,2,NA,36
1_2_1,1,NA,37
1_4_2,1,NA,38
1_2_3,1,NA,39
1_3_3,1,NA,40
1_2_2,1,NA,41
1_3_4,1,NA,42
1_3_1,1,NA,43
1_3_2,1,NA,44
1_4_3,1,NA,45
1_1_2,1,NA,46
1_1_3,1,NA,47
1_1_1,1,NA,48
1_4_2,4,NA,49
1_1_2,4,NA,50
1_2_3,4,NA,51
1_3_3,4,NA,52
1_2_1,4,NA,53
1_2_2,4,NA,54
1_4_4,4,NA,55
1_2_4,4,NA,56
1_3_4,4,NA,57
1_4_2,4,NA,58
1_1_4,4,NA,59
1_3_3,4,NA,60
1_4_3,3,NA,62
1_2_4,3,NA,63
1_1_3,3,NA,61
1_4_1,3,NA,64
1_3_1,3,NA,65
1_2_1,3,NA,66
1_2_3,3,NA,67
1_2_2,3,NA,68
1_1_1,3,NA,69
1_4_3,3,NA,70
1_3_2,3,NA,71
1_1_4,3,NA,72
1_3_4,4,NA,73
1_4_1,4,NA,74
1_1_2,4,NA,75
1_3_2,4,NA,76
1_2_4,4,NA,77
1_3_1,4,NA,78
1_1_3,4,NA,79
1_4_1,4,NA,80
1_1_4,4,NA,81
1_4_4,4,NA,82
1_1_1,4,NA,83
1_2_4,4,NA,84
1_2_1,3,NA,85
1_4_2,3,NA,86
1_2_3,3,NA,87
1_3_3,3,NA,88
1_2_2,3,NA,89
1_3_4,3,NA,90
1_3_1,3,NA,91
1_3_2,3,NA,92
1_4_4,3,NA,93
1_1_2,3,NA,94
1_1_3,3,NA,95
1_1_1,3,NA,96
1_4_2,6,NA,97
1_1_2,6,NA,98
1_2_3,6,NA,99
1_3_3,6,NA,100
1_2_1,6,NA,101
1_2_2,6,NA,102
1_4_3,6,NA,103
1_4_4,6,NA,104
1_3_4,6,NA,105
1_4_2,6,NA,106
1_1_4,6,NA,107
1_3_3,6,NA,108
1_4_3,5,NA,109
1_2_4,5,NA,110
1_1_3,5,NA,111
1_4_1,5,NA,112
1_3_1,5,NA,113
1_2_1,5,NA,114
1_2_3,5,NA,115
1_2_2,5,NA,116
1_1_1,5,NA,117
1_4_4,5,NA,118
1_3_2,5,NA,119
1_1_4,5,NA,120
1_3_4,6,NA,121
1_4_1,6,NA,122
1_1_2,6,NA,123
1_3_2,6,NA,124
1_2_4,6,NA,125
1_3_1,6,NA,126
1_1_3,6,NA,127
1_4_1,6,NA,128
1_1_4,6,NA,129
1_4_4,6,NA,130
1_1_1,6,NA,131
1_2_4,6,NA,132
1_2_1,5,NA,133
1_4_2,5,NA,134
1_2_3,5,NA,135
1_3_3,5,NA,136
1_2_2,5,NA,137
1_3_4,5,NA,138
1_3_1,5,NA,139
1_3_2,5,NA,140
1_4_3,5,NA,141
1_1_2,5,NA,1876
1_1_3,5,NA,1877
1_1_1,5,NA,1878
1_4_2,8,NA,142
1_1_2,8,NA,143
1_2_3,8,NA,144
1_3_3,8,NA,145
1_2_1,8,NA,146
1_1_3,8,NA,147
1_4_3,8,NA,148
1_4_4,8,NA,149
1_2_4,8,NA,150
1_4_2,8,NA,151
1_1_4,8,NA,152
1_3_3,8,NA,153
1_4_3,7,NA,154
1_3_4,7,NA,155
1_1_3,7,NA,156
1_4_1,7,NA,157
1_3_1,7,NA,158
1_2_1,7,NA,159
1_2_3,7,NA,160
1_2_2,7,NA,161
1_1_1,7,NA,162
1_4_4,7,NA,163
1_3_2,7,NA,164
1_1_4,7,NA,165
1_2_4,8,NA,166
1_4_1,8,NA,167
1_1_2,8,NA,168
1_3_2,8,NA,169
1_2_4,8,NA,170
1_3_1,8,NA,171
1_1_3,8,NA,172
1_4_1,8,NA,173
1_1_4,8,NA,174
1_4_4,8,NA,175
1_1_1,8,NA,176
1_2_4,8,NA,177
1_2_1,7,NA,178
1_4_2,7,NA,179
1_2_3,7,NA,180
1_3_3,7,NA,181
1_2_2,7,NA,182
1_3_4,7,NA,183
1_3_1,7,NA,184
1_3_2,7,NA,185
1_4_3,7,NA,186
1_1_2,7,NA,187
1_1_3,7,NA,188
1_1_1,7,NA,189
1_4_2,10,NA,190
1_1_2,10,NA,191
1_2_3,10,NA,192
1_3_3,10,NA,193
1_2_1,10,NA,194
1_2_2,10,NA,195
1_4_3,10,NA,196
1_4_4,10,NA,197
1_3_4,10,NA,198
1_4_2,10,NA,199
1_1_4,10,NA,200
1_3_3,10,NA,201
1_4_3,9,NA,203
1_3_1,9,NA,204
1_1_3,9,NA,202
1_4_1,9,NA,206
1_3_1,9,NA,207
1_2_1,9,NA,205
1_2_3,9,NA,208
1_2_2,9,NA,209
1_1_1,9,NA,210
1_4_4,9,NA,211
1_3_2,9,NA,212
1_1_4,9,NA,213
1_3_4,10,NA,215
1_4_1,10,NA,216
1_1_2,10,NA,214
1_3_2,10,NA,217
1_4_4,10,NA,218
1_3_1,10,NA,219
1_1_3,10,NA,220
1_4_1,10,NA,221
1_1_4,10,NA,222
1_4_3,10,NA,223
1_1_1,10,NA,224
1_2_4,10,NA,225
1_2_1,9,NA,227
1_4_2,9,NA,228
1_2_3,9,NA,226
1_3_3,9,NA,229
1_2_2,9,NA,230
1_3_4,9,NA,231
1_3_1,9,NA,232
1_3_2,9,NA,233
1_4_3,9,NA,234
1_1_2,9,NA,235
1_1_4,9,NA,236
1_1_1,9,NA,237
2_4_2,12,NA,238
2_1_2,12,NA,239
2_2_3,12,NA,240
2_2_2,12,NA,241
2_3_3,12,NA,242
2_2_1,12,NA,243
2_4_3,12,NA,244
2_4_4,12,NA,245
2_3_4,12,NA,246
2_3_3,12,NA,247
2_1_4,12,NA,248
2_4_2,12,NA,249
2_1_3,11,NA,250
2_4_3,11,NA,251
2_2_4,11,NA,252
2_4_1,11,NA,254
2_2_1,11,NA,255
2_3_1,11,NA,253
